NOC,Team,Games,Year,GDP,Population,Sports,Events,Athletes per Event,Median Competitor Age,Median Competitor Height,Median Competitor Weight,Summer,Home_Field_Adv,Golds,Silvers,Bronzes,Total Medals
BAN,Bangladesh,1988 Summer,1988,29.612,98.186,2,8,0.75,22.0,173.0,63.0,1,0,0,0,0,0
BAR,Barbados,1988 Summer,1988,1.823,0.259,4,11,0.818,21.0,178.0,70.0,1,0,0,0,0,0
BEL,Belgium,1988 Summer,1988,158.097,9.876,16,60,0.95,23.5,178.0,69.0,1,0,0,0,2,2
BEN,Benin,1988 Summer,1988,2.552,4.687,2,7,1.0,27.0,179.0,70.0,1,0,0,0,0,0
BHU,Bhutan,1988 Summer,1988,0.254,0.511,1,2,1.5,37.0,165.0,65.0,1,0,0,0,0,0
BIZ,Belize,1988 Summer,1988,0.315,0.179,2,7,1.429,21.0,175.0,64.0,1,0,0,0,0,0
BOL,Bolivia,1988 Summer,1988,4.598,6.456,6,12,0.583,22.0,177.0,68.0,1,0,0,0,0,0
BOT,Botswana,1988 Summer,1988,3.084,1.286,2,7,1.0,26.0,181.0,71.0,1,0,0,0,0,0
BRA,Brazil,1988 Summer,1988,320.105,139.819,21,106,1.5,24.0,180.0,72.0,1,0,1,17,5,23
BRN,Bahrain,1988 Summer,1988,4.481,0.467,3,7,0.857,24.0,181.5,69.5,1,0,0,0,0,0
BUL,Bulgaria,1988 Summer,1988,57.029,8.865,16,120,1.425,23.0,173.0,66.0,1,0,10,14,17,41
BUR,Burkina Faso,1988 Summer,1988,2.942,8.356,1,4,0.5,24.5,176.5,71.0,1,0,0,0,0,0
CAF,Central African Republic,1988 Summer,1988,1.372,2.795,3,4,3.75,25.0,187.0,80.0,1,0,0,0,0,0
CAN,Canada,1988 Summer,1988,509.38,26.751,23,193,1.699,24.0,176.0,70.0,1,0,4,5,14,23
CHA,Chad,1988 Summer,1988,1.604,5.59,1,5,1.0,23.0,175.0,65.0,1,0,0,0,0,0
CHI,Chile,1988 Summer,1988,25.765,12.748,6,14,1.214,27.0,183.0,73.0,1,0,0,1,0,1
CHN,China,1988 Summer,1988,408.652,1110.26,25,150,1.807,23.0,172.0,65.0,1,0,6,16,30,52
CIV,Cote d'Ivoire,1988 Summer,1988,14.092,10.382,3,7,1.0,24.0,175.5,67.5,1,0,0,0,0,0
CMR,Cameroon,1988 Summer,1988,15.184,10.98,4,19,0.684,22.0,175.0,81.0,1,0,0,0,0,0
COD,Congo (Kinshasa),1988 Summer,1988,39.314,32.576,3,13,0.769,24.0,175.0,65.0,1,0,0,0,0,0
COL,Colombia,1988 Summer,1988,54.57,32.764,10,33,1.182,23.0,170.0,63.0,1,0,0,0,1,1
CRC,Costa Rica,1988 Summer,1988,4.636,2.901,6,18,0.833,18.0,173.0,70.0,1,0,0,1,0,1
CYP,Cyprus,1988 Summer,1988,4.589,0.559,4,10,0.9,25.0,170.0,65.0,1,0,0,0,0,0
DEN,Denmark,1988 Summer,1988,115.552,5.129,15,73,1.068,23.0,181.0,72.0,1,0,3,1,3,7
DOM,Dominican Republic,1988 Summer,1988,7.605,6.828,3,6,1.0,27.0,175.0,71.0,1,0,0,0,0,0
ECU,Ecuador,1988 Summer,1988,12.277,9.944,6,15,0.867,26.0,170.0,70.0,1,0,0,0,0,0
EGY,Egypt,1988 Summer,1988,92.53,49.8,12,35,1.371,22.0,181.0,78.5,1,0,0,0,0,0
ESA,El Salvador,1988 Summer,1988,2.771,5.099,4,7,0.857,25.0,165.0,68.0,1,0,0,0,0,0
ESP,Spain,1988 Summer,1988,374.068,38.971,24,130,1.715,23.0,177.0,70.0,1,0,1,2,2,5
FIJ,Fiji,1988 Summer,1988,1.202,0.719,5,31,0.742,20.0,175.0,71.0,1,0,0,0,0,0
FIN,Finland,1988 Summer,1988,109.255,4.939,15,66,1.182,26.0,177.0,72.0,1,0,1,1,2,4
FRA,France,1988 Summer,1988,1020.88,55.966,23,167,1.587,24.0,176.0,69.0,1,0,12,4,13,29
GAB,Gabon,1988 Summer,1988,4.079,0.89,2,2,1.0,21.5,164.0,57.0,1,0,0,0,0,0
GBR,Great Britain,1988 Summer,1988,989.57,56.916,22,191,1.791,24.0,175.0,70.0,1,0,22,17,15,54
GEQ,Equatorial Guinea,1988 Summer,1988,0.119,0.402,1,4,0.75,21.0,174.0,74.0,1,0,0,0,0,0
GHA,Ghana,1988 Summer,1988,12.678,13.462,2,12,1.25,21.0,171.0,66.5,1,0,0,0,0,0
GRE,Greece,1988 Summer,1988,75.803,10.016,12,43,1.186,23.0,179.0,75.0,1,0,0,0,1,1
GRN,Grenada,1988 Summer,1988,0.236,0.098,2,5,0.8,21.0,162.0,54.0,1,0,0,0,0,0
GUA,Guatemala,1988 Summer,1988,7.426,8.822,8,16,1.75,22.0,170.0,61.0,1,0,0,0,0,0
GUY,Guyana,1988 Summer,1988,0.828,0.735,3,8,1.0,26.0,171.5,66.0,1,0,0,0,0,0
HAI,Haiti,1988 Summer,1988,1.461,6.739,2,5,0.8,27.0,180.0,85.0,1,0,0,0,0,0
HKG,Hong Kong,1988 Summer,1988,59.708,5.712,11,49,0.98,22.0,173.0,63.0,1,0,0,0,0,0
HON,Honduras,1988 Summer,1988,6.324,4.68,3,15,0.533,18.0,170.0,59.5,1,0,0,0,0,0
HUN,Hungary,1988 Summer,1988,29.703,10.464,20,135,1.393,23.0,177.0,72.0,1,0,20,9,15,44
INA,Indonesia,1988 Summer,1988,107.279,172.492,11,32,0.875,20.5,167.0,60.0,1,0,0,3,0,3
IND,India,1988 Summer,1988,299.645,837.469,9,23,1.826,23.0,167.0,60.0,1,0,0,0,0,0
IRI,Iran,1988 Summer,1988,307.885,51.909,3,21,1.095,23.0,172.0,67.0,1,0,0,1,0,1
IRL,Ireland,1988 Summer,1988,36.797,3.558,12,47,1.277,25.0,177.0,70.0,1,0,0,0,0,0
ISL,Iceland,1988 Summer,1988,6.149,0.248,5,25,1.28,24.5,186.0,78.0,1,0,0,0,0,0
ISR,Israel,1988 Summer,1988,48.565,4.439,8,20,0.9,23.0,172.0,70.0,1,0,0,0,0,0
ITA,Italy,1988 Summer,1988,900.829,56.609,23,140,1.793,23.0,177.0,70.0,1,0,11,10,8,29
JAM,Jamaica,1988 Summer,1988,3.184,2.32,5,22,1.591,24.0,178.0,70.0,1,0,0,7,0,7
JOR,Jordan,1988 Summer,1988,6.522,3.253,3,6,0.667,22.5,165.0,67.0,1,0,0,0,0,0
JPN,Japan,1988 Summer,1988,3134.18,122.548,23,163,1.521,23.0,170.0,62.0,1,0,4,3,13,20
KEN,Kenya,1988 Summer,1988,11.806,20.7,7,50,1.46,25.0,173.0,67.0,1,0,5,2,2,9
KOR,South Korea,1988 Summer,1988,199.593,42.031,27,216,1.843,21.0,173.0,66.0,1,1,28,37,12,77
KSA,Saudi Arabia,1988 Summer,1988,88.138,13.774,2,10,0.7,23.0,160.0,59.0,1,0,0,0,0,0
KUW,Kuwait,1988 Summer,1988,19.281,2.0,7,22,1.0,21.0,175.0,71.0,1,0,0,0,0,0
LAO,Laos,1988 Summer,1988,1.182,3.94,2,3,1.0,22.0,160.0,50.0,1,0,0,0,0,0
LBA,Libya,1988 Summer,1988,25.067,4.325,1,3,0.667,26.0,181.0,73.0,1,0,0,0,0,0
LES,Lesotho,1988 Summer,1988,0.494,1.532,2,5,1.2,24.0,165.5,62.5,1,0,0,0,0,0
LIB,Lebanon,1988 Summer,1988,3.268,2.685,8,28,0.75,22.0,175.0,72.0,1,0,0,0,0,0
LUX,Luxembourg,1988 Summer,1988,9.339,0.374,4,11,0.727,24.0,174.0,63.0,1,0,0,0,0,0
MAR,Morocco,1988 Summer,1988,25.947,23.528,3,17,1.118,24.0,172.0,58.0,1,0,1,0,2,3
MAS,Malaysia,1988 Summer,1988,37.845,17.094,5,12,0.667,21.0,176.0,63.0,1,0,0,0,0,0
MAW,Malawi,1988 Summer,1988,2.314,9.185,3,15,1.0,26.0,171.0,67.0,1,0,0,0,0,0
MDV,Maldives,1988 Summer,1988,0.178,0.198,1,5,1.4,20.0,163.0,54.0,1,0,0,0,0,0
MEX,Mexico,1988 Summer,1988,201.926,80.971,17,82,1.012,23.0,176.0,65.0,1,0,0,0,2,2
MLI,Mali,1988 Summer,1988,2.316,8.062,1,2,0.5,21.0,186.0,82.0,1,0,0,0,0,0
MOZ,Mozambique,1988 Summer,1988,2.105,13.349,2,4,1.0,22.0,177.5,69.0,1,0,0,0,0,0
MRI,Mauritius,1988 Summer,1988,2.196,1.043,5,9,0.889,24.0,175.0,55.0,1,0,0,0,0,0
NED,Netherlands,1988 Summer,1988,264.223,14.715,17,86,1.686,24.0,181.0,73.0,1,0,3,6,34,43
NEP,Nepal,1988 Summer,1988,4.279,18.021,1,5,1.0,23.0,167.0,57.0,1,0,0,0,0,0
NOR,Norway,1988 Summer,1988,101.901,4.221,11,42,1.619,24.0,181.0,73.0,1,0,2,20,0,22
NZL,New Zealand,1988 Summer,1988,45.442,3.331,16,56,1.411,26.5,179.0,74.0,1,0,4,4,15,23
OMA,Oman,1988 Summer,1988,8.386,1.922,2,7,0.857,25.0,170.0,65.0,1,0,0,0,0,0
PAK,Pakistan,1988 Summer,1988,49.981,100.152,5,12,2.167,21.0,175.0,65.0,1,0,0,0,0,0
PAN,Panama,1988 Summer,1988,5.25,2.374,3,9,0.667,23.0,175.0,62.0,1,0,0,0,0,0
PAR,Paraguay,1988 Summer,1988,5.584,4.01,3,8,0.75,24.0,175.5,66.5,1,0,0,0,0,0
PER,Peru,1988 Summer,1988,32.978,20.878,7,15,1.4,22.5,173.5,69.5,1,0,0,12,0,12
PHI,Philippines,1988 Summer,1988,43.293,58.165,11,40,0.775,23.0,170.5,60.0,1,0,0,0,1,1
PNG,Papua New Guinea,1988 Summer,1988,5.4,3.45,2,12,0.667,23.0,165.0,60.0,1,0,0,0,0,0
POL,Poland,1988 Summer,1988,68.747,37.786,19,105,1.362,26.0,176.0,73.5,1,0,2,9,10,21
POR,Portugal,1988 Summer,1988,55.435,10.02,14,59,1.085,23.0,175.0,68.0,1,0,1,0,0,1
PUR,Puerto Rico,1988 Summer,1988,26.178,3.454,7,12,1.917,27.0,188.0,84.0,1,0,0,0,0,0
QAT,Qatar,1988 Summer,1988,4.26,0.392,2,9,0.889,21.0,180.0,70.0,1,0,0,0,0,0
ROU,Romania,1988 Summer,1988,60.538,23.346,10,59,1.153,21.0,170.0,64.0,1,0,8,34,16,58
RWA,Rwanda,1988 Summer,1988,2.495,6.682,1,7,0.714,24.0,162.0,54.0,1,0,0,0,0,0
SEN,Senegal,1988 Summer,1988,6.173,7.13,3,11,1.273,24.5,178.0,71.0,1,0,0,1,0,1
SGP,Singapore,1988 Summer,1988,26.551,2.846,3,16,0.5,22.0,180.0,73.0,1,0,0,0,0,0
SLE,Sierra Leone,1988 Summer,1988,1.877,4.157,4,12,0.833,21.0,178.0,71.0,1,0,0,0,0,0
SOL,Solomon Islands,1988 Summer,1988,0.176,0.295,3,4,0.75,24.5,171.0,65.5,1,0,0,0,0,0
SRI,Sri Lanka,1988 Summer,1988,8.24,16.98,3,9,0.667,22.0,172.0,63.0,1,0,0,0,0,0
SUD,Sudan,1988 Summer,1988,9.551,23.6,2,5,1.0,31.0,180.0,64.0,1,0,0,0,0,0
SUI,Switzerland,1988 Summer,1988,215.521,6.567,17,83,1.193,27.0,177.0,69.0,1,0,0,6,2,8
SWE,Sweden,1988 Summer,1988,205.883,8.459,23,110,1.591,24.0,182.0,75.0,1,0,0,5,10,15
SWZ,Swaziland,1988 Summer,1988,0.986,0.74,4,10,0.8,23.0,170.0,72.0,1,0,0,0,0,0
SYR,Syria,1988 Summer,1988,16.538,11.899,4,13,1.0,22.0,173.0,68.0,1,0,0,0,0,0
TAN,Tanzania,1988 Summer,1988,7.474,23.016,2,9,1.111,21.5,165.0,60.0,1,0,0,0,0,0
TGA,Tonga,1988 Summer,1988,0.115,0.095,2,7,0.714,22.0,183.0,80.0,1,0,0,0,0,0
THA,Thailand,1988 Summer,1988,63.704,54.892,4,12,1.0,23.0,167.0,57.0,1,0,0,0,1,1
TOG,Togo,1988 Summer,1988,2.345,3.577,2,6,1.0,23.0,172.0,67.0,1,0,0,0,0,0
TTO,Trinidad and Tobago,1988 Summer,1988,4.574,1.204,3,9,0.667,23.0,175.0,63.0,1,0,0,0,0,0
TUN,Tunisia,1988 Summer,1988,11.073,7.845,6,14,2.929,24.0,179.0,72.0,1,0,0,0,0,0
TUR,Turkey,1988 Summer,1988,125.032,53.588,9,39,1.026,22.0,172.0,68.0,1,0,1,1,0,2
UAE,United Arab Emirates,1988 Summer,1988,32.999,1.79,1,13,0.231,19.0,168.0,67.0,1,0,0,0,0,0
UGA,Uganda,1988 Summer,1988,11.268,14.679,3,22,1.091,25.0,171.5,60.0,1,0,0,0,0,0
URU,Uruguay,1988 Summer,1988,9.098,3.088,8,14,1.071,24.0,185.0,80.0,1,0,0,0,0,0
USA,United States,1988 Summer,1988,5236.43,244.968,27,228,2.298,25.0,178.0,70.0,1,0,87,66,54,207
VAN,Vanuatu,1988 Summer,1988,0.158,0.145,2,6,0.667,22.5,165.0,62.5,1,0,0,0,0,0
VEN,Venezuela,1988 Summer,1988,60.378,18.336,7,14,1.143,24.5,169.5,60.0,1,0,0,0,0,0
VIE,Vietnam,1988 Summer,1988,29.501,63.5,6,12,0.75,21.0,163.5,54.0,1,0,0,0,0,0
ZAM,Zambia,1988 Summer,1988,4.095,7.538,3,11,2.545,24.0,175.0,72.0,1,0,0,0,0,0
ARG,Argentina,1988 Winter,1988,142.386,31.47,3,9,0.444,23.0,180.0,73.0,0,0,0,0,0,0
AUS,Australia,1988 Winter,1988,270.594,16.687,5,15,0.533,25.5,180.0,78.0,0,0,0,0,0,0
AUT,Austria,1988 Winter,1988,133.591,7.576,10,39,1.513,24.0,180.0,75.0,0,0,3,4,3,10
BEL,Belgium,1988 Winter,1988,158.097,9.876,1,1,1.0,22.0,165.0,47.0,0,0,0,0,0,0
BOL,Bolivia,1988 Winter,1988,4.598,6.456,1,2,1.0,29.0,173.0,63.0,0,0,0,0,0,0
BUL,Bulgaria,1988 Winter,1988,57.029,8.865,5,13,0.769,25.0,175.0,75.0,0,0,0,0,0,0
CAN,Canada,1988 Winter,1988,509.38,26.751,10,45,2.4,23.0,175.0,71.0,0,1,0,2,4,6
CHI,Chile,1988 Winter,1988,25.765,12.748,1,4,0.25,20.0,180.0,87.0,0,0,0,0,0,0
CHN,China,1988 Winter,1988,408.652,1110.26,1,2,1.0,21.0,175.0,72.0,0,0,0,0,0,0
CYP,Cyprus,1988 Winter,1988,4.589,0.559,1,3,0.333,20.0,186.0,85.0,0,0,0,0,0,0
ESP,Spain,1988 Winter,1988,374.068,38.971,3,7,0.571,20.0,168.0,60.0,0,0,0,0,0,0
FIJ,Fiji,1988 Winter,1988,1.202,0.719,1,1,1.0,26.0,178.0,85.0,0,0,0,0,0,0
FIN,Finland,1988 Winter,1988,109.255,4.939,7,22,2.409,25.0,177.0,70.0,0,0,7,22,5,34
FRA,France,1988 Winter,1988,1020.88,55.966,8,31,1.742,24.0,178.0,73.0,0,0,1,0,1,2
GBR,Great Britain,1988 Winter,1988,989.57,56.916,8,35,1.343,23.0,176.0,72.0,0,0,0,0,0,0
GRE,Greece,1988 Winter,1988,75.803,10.016,2,5,0.4,25.0,172.0,78.0,0,0,0,0,0,0
HUN,Hungary,1988 Winter,1988,29.703,10.464,3,5,0.8,25.0,177.5,69.0,0,0,0,0,0,0
ISL,Iceland,1988 Winter,1988,6.149,0.248,1,2,0.5,25.0,174.0,73.0,0,0,0,0,0,0
ITA,Italy,1988 Winter,1988,900.829,56.609,8,30,1.433,25.0,174.0,70.0,0,0,2,1,4,7
JAM,Jamaica,1988 Winter,1988,3.184,2.32,1,2,2.0,23.5,182.5,93.5,0,0,0,0,0,0
JPN,Japan,1988 Winter,1988,3134.18,122.548,9,40,1.2,23.0,171.0,64.0,0,0,0,0,1,1
KOR,South Korea,1988 Winter,1988,199.593,42.031,4,12,0.5,22.0,173.0,65.0,0,0,0,0,0,0
LUX,Luxembourg,1988 Winter,1988,9.339,0.374,1,3,0.333,24.0,178.0,82.0,0,0,0,0,0,0
MEX,Mexico,1988 Winter,1988,201.926,80.971,2,6,0.333,29.0,183.0,77.0,0,0,0,0,0,0
NED,Netherlands,1988 Winter,1988,264.223,14.715,1,10,0.8,23.0,175.0,70.0,0,0,3,1,1,5
NOR,Norway,1988 Winter,1988,101.901,4.221,7,30,1.8,24.0,179.0,73.5,0,0,0,5,3,8
NZL,New Zealand,1988 Winter,1988,45.442,3.331,2,9,0.444,21.0,172.0,68.0,0,0,0,0,0,0
PHI,Philippines,1988 Winter,1988,43.293,58.165,1,1,1.0,35.0,175.0,68.0,0,0,0,0,0,0
POL,Poland,1988 Winter,1988,68.747,37.786,6,16,2.0,25.0,176.0,73.0,0,0,0,0,0,0
PUR,Puerto Rico,1988 Winter,1988,26.178,3.454,1,1,1.0,40.0,185.0,105.0,0,0,0,0,0,0
ROU,Romania,1988 Winter,1988,60.538,23.346,3,11,0.455,17.0,169.0,64.0,0,0,0,0,0,0
SUI,Switzerland,1988 Winter,1988,215.521,6.567,7,28,2.393,25.0,177.5,71.0,0,0,8,7,5,20
SWE,Sweden,1988 Winter,1988,205.883,8.459,9,34,1.971,24.0,178.5,74.0,0,0,7,0,23,30
TUR,Turkey,1988 Winter,1988,125.032,53.588,2,5,0.8,22.0,178.0,68.0,0,0,0,0,0,0
USA,United States,1988 Winter,1988,5236.43,244.968,10,46,2.37,23.0,175.0,72.0,0,0,2,1,4,7
ALB,Albania,1992 Summer,1992,0.843,3.247,1,1,1.0,23.0,163.0,57.0,1,0,0,0,0,0
ALG,Algeria,1992 Summer,1992,49.217,26.271,5,21,1.0,23.0,170.0,63.0,1,0,1,0,1,2
ANG,Angola,1992 Summer,1992,9.395,13.518,4,15,1.4,24.0,183.0,77.5,1,0,0,0,0,0
ANT,Antigua and Barbuda,1992 Summer,1992,0.499,0.062,2,11,0.727,22.0,173.0,66.0,1,0,0,0,0,0
ARG,Argentina,1992 Summer,1992,255.787,33.42,14,39,1.308,25.0,177.0,74.0,1,0,0,0,2,2
AUS,Australia,1992 Summer,1992,317.475,17.557,25,143,1.413,23.5,178.0,72.0,1,0,13,23,16,52
AUT,Austria,1992 Summer,1992,195.506,7.799,17,68,1.412,25.0,179.0,75.0,1,0,0,6,0,6
BAN,Bangladesh,1992 Summer,1992,36.718,107.984,1,4,1.0,25.0,170.0,62.0,1,0,0,0,0,0
BAR,Barbados,1992 Summer,1992,1.957,0.262,4,11,0.909,22.0,180.0,71.0,1,0,0,0,0,0
BEL,Belgium,1992 Summer,1992,228.732,10.022,17,69,0.957,23.0,178.0,73.0,1,0,0,1,2,3
BEN,Benin,1992 Summer,1992,3.284,5.332,2,4,1.25,21.0,168.0,66.0,1,0,0,0,0,0
BHU,Bhutan,1992 Summer,1992,0.231,0.522,1,4,0.75,21.0,163.0,57.0,1,0,0,0,0,0
BIZ,Belize,1992 Summer,1992,0.518,0.199,2,9,1.0,24.0,180.0,67.0,1,0,0,0,0,0
BOL,Bolivia,1992 Summer,1992,5.643,7.012,3,9,0.889,28.0,170.5,58.0,1,0,0,0,0,0
BOT,Botswana,1992 Summer,1992,3.932,1.465,2,6,1.0,27.5,180.5,69.0,1,0,0,0,0,0
BRA,Brazil,1992 Summer,1992,382.465,151.547,19,83,1.554,25.0,181.0,74.0,1,0,12,1,0,13
BRN,Bahrain,1992 Summer,1992,5.442,0.516,2,10,0.9,25.0,170.0,68.0,1,0,0,0,0,0
BUL,Bulgaria,1992 Summer,1992,10.183,8.607,17,108,1.157,21.0,170.0,65.0,1,0,3,7,7,17
BUR,Burkina Faso,1992 Summer,1992,3.775,9.297,1,3,1.0,20.0,188.0,82.0,1,0,0,0,0,0
CAF,Central African Republic,1992 Summer,1992,1.494,3.051,1,5,1.0,21.0,183.0,68.0,1,0,0,0,0,0
CAN,Canada,1992 Summer,1992,594.376,28.324,24,199,1.457,25.0,175.0,70.0,1,0,27,5,12,44
CHA,Chad,1992 Summer,1992,1.886,6.357,1,5,0.8,17.0,175.0,60.0,1,0,0,0,0,0
CHI,Chile,1992 Summer,1992,46.27,13.737,5,10,0.9,29.5,175.0,72.0,1,0,0,0,0,0
CHN,China,1992 Summer,1992,492.155,1171.71,23,141,1.66,22.0,171.0,63.0,1,0,18,44,17,79
CIV,Cote d'Ivoire,1992 Summer,1992,15.416,12.157,2,8,1.25,22.5,175.5,72.0,1,0,0,0,0,0
CMR,Cameroon,1992 Summer,1992,13.851,12.391,1,8,0.875,25.0,166.0,58.0,1,0,0,0,0,0
COD,Congo (Kinshasa),1992 Summer,1992,36.333,37.334,3,6,1.333,26.0,176.0,65.0,1,0,0,0,0,0
COL,Colombia,1992 Summer,1992,68.551,35.53,9,22,1.136,24.5,172.0,68.0,1,0,0,0,1,1
CRC,Costa Rica,1992 Summer,1992,8.566,3.191,3,10,0.7,23.0,171.5,61.0,1,0,0,0,0,0
CRO,Croatia,1992 Summer,1992,12.168,4.73,10,19,1.474,23.0,190.0,84.0,1,0,0,12,3,15
CYP,Cyprus,1992 Summer,1992,7.424,0.611,4,10,0.8,24.0,181.5,77.0,1,0,0,0,0,0
DEN,Denmark,1992 Summer,1992,152.915,5.162,12,54,1.037,25.5,182.0,72.0,1,0,2,2,7,11
DJI,Djibouti,1992 Summer,1992,0.671,0.512,2,4,1.25,26.0,174.0,60.0,1,0,0,0,0,0
DOM,Dominican Republic,1992 Summer,1992,11.605,7.375,2,3,1.0,23.0,163.0,60.0,1,0,0,0,0,0
ECU,Ecuador,1992 Summer,1992,15.012,10.912,3,10,0.9,25.0,162.5,50.5,1,0,0,0,0,0
EGY,Egypt,1992 Summer,1992,44.168,53.508,10,23,0.957,24.0,178.0,76.0,1,0,0,0,0,0
ESA,El Salvador,1992 Summer,1992,5.813,5.416,1,1,1.0,24.0,185.0,86.0,1,0,0,0,0,0
ESP,Spain,1992 Summer,1992,630.122,39.35,27,161,1.702,24.0,178.0,72.0,1,1,26,15,2,43
ETH,Ethiopia,1992 Summer,1992,14.696,50.096,2,8,1.625,21.0,170.0,59.0,1,0,1,0,2,3
FIJ,Fiji,1992 Summer,1992,1.659,0.751,4,28,0.5,22.0,181.0,78.0,1,0,0,0,0,0
FIN,Finland,1992 Summer,1992,113.134,5.029,16,85,1.035,24.0,178.5,76.0,1,0,1,4,2,7
FRA,France,1992 Summer,1992,1404.39,57.111,25,196,1.73,25.0,176.0,70.0,1,0,9,5,43,57
GAB,Gabon,1992 Summer,1992,5.955,0.99,2,2,1.0,22.0,175.0,69.0,1,0,0,0,0,0
GBR,Great Britain,1992 Summer,1992,1289.07,57.585,23,202,1.812,25.0,175.0,70.0,1,0,8,3,39,50
GEQ,Equatorial Guinea,1992 Summer,1992,0.16,0.455,1,1,1.0,24.0,176.0,77.0,1,0,0,0,0,0
GER,Germany,1992 Summer,1992,2136.31,80.5,26,236,1.949,24.0,179.0,70.0,1,0,80,57,60,197
GHA,Ghana,1992 Summer,1992,16.485,14.791,3,10,1.4,24.0,178.0,68.0,1,0,0,0,3,3
GRE,Greece,1992 Summer,1992,115.484,10.367,12,40,1.3,24.5,178.5,74.5,1,0,2,0,0,2
GUA,Guatemala,1992 Summer,1992,10.15,9.709,4,6,0.833,21.5,171.5,58.5,1,0,0,0,0,0
GUI,Guinea,1992 Summer,1992,4.57,6.734,1,7,0.571,23.0,178.0,57.0,1,0,0,0,0,0
GUY,Guyana,1992 Summer,1992,0.823,0.718,3,7,0.857,23.0,173.0,63.0,1,0,0,0,0,0
HAI,Haiti,1992 Summer,1992,0.926,7.288,1,3,0.667,30.0,180.0,85.0,1,0,0,0,0,0
HKG,Hong Kong,1992 Summer,1992,104.272,5.929,9,23,0.826,23.0,179.0,70.0,1,0,0,0,0,0
HON,Honduras,1992 Summer,1992,4.675,5.245,2,15,0.333,21.0,175.0,65.0,1,0,0,0,0,0
HUN,Hungary,1992 Summer,1992,38.731,10.374,23,156,1.365,24.0,176.0,70.0,1,0,14,23,8,45
INA,Indonesia,1992 Summer,1992,168.28,185.378,8,19,1.158,24.0,170.0,66.0,1,0,1,3,1,5
IND,India,1992 Summer,1992,293.262,909.307,10,16,1.125,24.0,175.5,63.5,1,0,0,0,0,0
IRI,Iran,1992 Summer,1992,50.109,56.656,4,25,1.0,23.0,176.0,69.0,1,0,0,1,2,3
IRL,Ireland,1992 Summer,1992,54.796,3.582,10,43,1.14,26.0,177.0,71.0,1,0,1,1,0,2
ISL,Iceland,1992 Summer,1992,7.112,0.26,5,10,1.3,28.5,189.0,96.0,1,0,0,0,0,0
ISR,Israel,1992 Summer,1992,73.911,5.124,7,13,1.0,23.0,182.0,76.5,1,0,0,0,0,0
ITA,Italy,1992 Summer,1992,1310.66,56.773,26,151,1.57,24.0,179.5,73.0,1,0,19,10,13,42
JAM,Jamaica,1992 Summer,1992,4.328,2.399,4,22,1.545,23.0,175.0,66.0,1,0,0,3,1,4
JOR,Jordan,1992 Summer,1992,5.537,3.968,1,3,0.667,25.0,185.0,67.0,1,0,0,0,0,0
JPN,Japan,1992 Summer,1992,3988.33,124.367,24,166,1.542,23.0,170.0,64.0,1,0,3,8,36,47
KEN,Kenya,1992 Summer,1992,11.327,23.4,3,21,1.905,26.0,174.0,65.0,1,0,2,4,2,8
KOR,South Korea,1992 Summer,1992,355.516,43.748,20,74,1.135,22.0,170.0,64.0,1,0,10,1,10,21
KSA,Saudi Arabia,1992 Summer,1992,136.905,16.948,1,3,0.667,27.0,195.0,110.0,1,0,0,0,0,0
KUW,Kuwait,1992 Summer,1992,19.866,1.42,5,10,0.8,22.5,176.5,73.0,1,0,0,0,0,0
LAO,Laos,1992 Summer,1992,2.354,4.457,2,7,0.857,24.0,170.0,60.0,1,0,0,0,0,0
LAT,Latvia,1992 Summer,1992,1.693,2.677,13,31,1.097,24.5,179.5,73.0,1,0,0,2,1,3
LBA,Libya,1992 Summer,1992,34.358,4.46,1,1,1.0,32.0,176.0,74.0,1,0,0,0,0,0
LES,Lesotho,1992 Summer,1992,0.815,1.708,1,8,0.75,20.0,171.5,57.5,1,0,0,0,0,0
LIB,Lebanon,1992 Summer,1992,5.47,3.076,6,11,0.636,23.0,170.0,70.0,1,0,0,0,0,0
LUX,Luxembourg,1992 Summer,1992,15.39,0.392,3,5,0.6,23.0,192.0,76.0,1,0,0,0,0,0
MAD,Madagascar,1992 Summer,1992,3.715,12.301,3,10,0.9,22.5,169.0,55.0,1,0,0,0,0,0
MAR,Morocco,1992 Summer,1992,33.712,25.095,5,17,1.294,25.0,178.0,65.0,1,0,1,1,1,3
MAS,Malaysia,1992 Summer,1992,64.424,19.068,5,10,1.3,25.0,176.0,68.0,1,0,0,0,2,2
MAW,Malawi,1992 Summer,1992,3.12,10.4,1,3,1.0,25.0,170.0,60.0,1,0,0,0,0,0
MDV,Maldives,1992 Summer,1992,0.306,0.228,1,5,0.8,21.0,166.0,64.0,1,0,0,0,0,0
MEX,Mexico,1992 Summer,1992,403.733,87.312,16,56,1.446,24.0,175.0,70.0,1,0,0,1,0,1
MGL,Mongolia,1992 Summer,1992,1.831,2.169,5,18,0.944,27.0,173.5,65.0,1,0,0,0,2,2
MLI,Mali,1992 Summer,1992,3.372,8.636,1,2,0.5,25.0,186.0,82.0,1,0,0,0,0,0
MOZ,Mozambique,1992 Summer,1992,2.584,14.35,1,4,0.75,19.0,165.5,63.0,1,0,0,0,0,0
MRI,Mauritius,1992 Summer,1992,3.352,1.084,2,4,1.0,20.0,185.0,79.5,1,0,0,0,0,0
